sku,name,desc,price,promo_price,in_stock,type
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1609,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB RAM | 1TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | R9 M395X 4GB (MK482Y / A),4069,3159.99,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1610,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 8GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 8GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4069,31.889.901,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
PAC1611,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 16GB RAM | 2TB SSD",Desktop computer iMac 27-inch 3.3GHz Core i5 5K Retina | 16GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),4309,32.649.902,0,"5,74E+15"
